Word,Count
nearer,114
writer,3
.Five,29
creak,13
warmer,10
.Four,20
.Maybe,101
steal,44
slapping,14
crunching,9
?Was,32
crumbling,10
?One,10
.Thirty,1
.twenty,2
.ten,3
.nine,3
annoy,12
.two,16
.one,15
.BOOM,2
upright,33
knocking,50
.THE,69
KEEPER,3
OF,85
KEYS,1
BOOM,1
cannon,5
stupidly,14
skidding,10
warn,28
armed,14
!There,41
pause,85
SMASH,1
clean,65
hinges,8
doorway,66
mane,16
tangled,22
glinting,29
beetles,9
stooping,6
brushed,16
easily,65
frame,43
dropped,227
o,138
yeh,307
journey,60
strode,118
.Budge,2
lump,24
squeaked,34
crouching,25
terrified,113
.An,122
heres,16
shadowy,40
beetle,18
crinkled,5
.Las,2
.Yeh,33
yer,92
dad,117
yehve,15
moms,1
rasping,10
demand,5
breaking,72
entering,30
!Ah,11
prune,2
gun,5
knot,31
rubber,13
mouse,13
.Anyway,86
.Got,45
summat,13
fer,96
mighta,6
itll,61
taste,23
overcoat,13
slightly,428
squashed,21
box,124
sticky,10
Happy,7
Birthday,2
icing,4
lost,247
Who,56
.True,13
introduced,12
meself,11
.Rubeus,3
Keeper,52
Keys,2
Grounds,1
Hogwarts,834
enormous,188
rubbing,51
.Id,92
stronger,36
grate,18
drew,147
roaring,31
filled,127
flickering,23
warmth,23
sunk,17
hot,96
bath,20
sagged,5
weight,64
pockets,45
copper,12
kettle,32
sausages,18
poker,7
teapot,15
chipped,9
mugs,13
bottle,146
amber,8
liquid,39
swig,16
.Soon,13
sizzling,5
sausage,8
.Nobody,74
juicy,4
burnt,10
fidgeted,5
touch,111
gives,26
.Yer,12
puddin,1
don,80
fattenin,1
anymore,129
worry,136
wonderful,58
gulp,30
wiped,41
.Call,4
yehll,15
?barked,7
shrank,12
shadows,68
!I,238
gettin,20
abou,46
cryin,1
loud,225
!Did,4
wonder,90
.ALL,1
?Hagrid,45
thundered,15
jus,57
anger,101
fill,27
cowering,16
growled,77
!knows,1
nothin,12
ANYTHING,1
marks,53
math,1
About,2
explode,12
.DURSLEY,1
boomed,9
pale,167
sounded,154
Mimblewimble,1
mom,4
.Youre,215
?My,26
?Yeh,7
.yeh,3
fixing,13
bewildered,45
.Stop,27
commanded,2
forbid,6
braver,7
quailed,2
syllable,4
rage,70
?Never,13
!An,10
?Kept,1
eagerly,101
.STOP,5
FORBID,1
YOU,73
panic,70
gasp,32
.Ah,110
boil,5
wizard,445
whistling,16
?gasped,9
sank,101
lower,67
thumpin,1
goodun,1
trained,17
.With,122
mum,66
yours,64
?An,13
reckon,160
Floor,7
HutontheRock,1
Sea,2
HOGWARTS,13
SCHOOL,6
oWITCHCRAFT,2
WIZARDRY,3
Headmaster,20
ALBUS,7
DUMBLEDORE,13
Order,158
Merlin,15
First,11
Class,13
Grand,3
Sore,1
.Chf,1
.Warlock,1
Supreme,3
Mugwump,3
International,42
Confed,1
Wizards,24
Dear,13
We,61
pleased,148
inform,14
School,30
Witchcraft,18
Wizardry,23
.Please,67
enclosed,15
list,69
necessary,27
equipment,6
.Term,2
begins,3
await,7
31,3
.Yours,6
sincerely,16
Minerva,33
Deputy,3
Headmistress,7
Questions,1
exploded,43
fireworks,16
decide,61
stammered,17
What,87
?Gallopin,1
Gorgons,1
reminds,7
cart,28
horse,37
ruffledlooking,2
quill,116
roll,40
tongue,55
teeth,128
scribbled,28
note,137
upside,36
Given,1
.Taking,7
.Weathers,1
.Hope,10
clamped,16
beak,48
ashenfaced,5
firelight,27
.Hes,298
interested,82
nonmagic,4
folk,5
swore,24
rubbish,58
!Wizard,1
indeed,144
!You,115
?Knew,1
!shrieked,33
.Knew,11
Of,17
!How,39
dratted,1
?Oh,162
frog,22
spawn,5
teacups,7
rats,28
freak,10
witch,208
!She,61
draw,48
ranting,3
wanting,62
married,32
abnormal,2
please,201
herself,183
blown,22
Blown,2
!CAR,1
CRASH,3
scuttled,14
outrage,15
scandal,4
knowin,6
kid,27
?What,148
urgently,34
faded,45
idea,336
someones,21
gotta,20
everythin,5
mystry,4
parts,13
It,135
incredible,24
sayin,10
?Gulpin,1
gargoyles,9
scared,110
.Blimey,40
.bad,3
.Worse,6
gulped,29
.Nah,11
spell,150
.Don,25
twenty,89
lookin,15
followers,22
afraid,125
cause,53
.Dark,7
.Didnt,53
friendly,39
wizards,359
witches,95
.terrible,5
takin,7
.Course,37
.Horribly,1
safe,130
.Reckon,8
.Head,3
girl,211
!Suppose,1
YouKnow,41
side,511
.probably,3
anythin,20
Dark,509
Side,11
outta,29
village,85
Halloween,30
foghorn,2
nicer,3
.Wanted,4
job,159
killin,6
.Never,73
mark,57
ordinary,37
powerful,116
evil,46
curse,105
touches,5
McKinnons,3
Bones,38
Prewetts,3
.Something,68
remembered,137
cruel,19
sadly,42
.Took,10
ruined,20
orders,60
.Brought,2
.Load,3
tosh,3
courage,23
glaring,60
fists,41
clenched,42
accept,41
theres,201
beating,43
cured,9
denying,8
worlds,9
wizarding,40
types,2
battered,24
umbrella,27
.Pointing,4
sword,174
speared,3
bearded,14
failed,65
flattened,22
breathing,83
Vol,14
?Good,6
.Disappeared,1
.Vanished,1
.Same,11
.Makes,2
whyd,1
?Some,4
.Codswallop,2
.Dunno,19
human,85
die,117
.Some,70
bidin,2
ours,16
kinda,1
trances,2
couldve,42
cornin,18
.Too,16
weak,52
carry,56
.Cause,3
somethin,13
goin,28
dunno,79
stumped,16
respect,30
blazing,29
?Him,1
?How,68
?Hed,10
clouted,1
bullied,5
warty,1
toads,12
lock,46
defeated,19
sorcerer,4
kick,21
football,4
quietly,358
.To,101
.Not,244
.every,2
.chased,1
.dreading,1
ridiculous,27
grow,24
revenge,18
realizing,30
?Hadnt,6
positively,39
beaming,103
.Havent,19
hissed,88
grateful,27
needs,52
wands,193
If,40
!Yer,3
names,104
born,41
finest,7
witchcraft,3
wizardry,3
.Seven,11
youngsters,3
sort,267
headmaster,99
Dumbled,1
AM,2
NOT,31
PAYING,1
FOR,20
SOME,2
CRACKPOT,1
OLD,2
FOOL,2
TO,37
TEACH,2
HIM,23
MAGIC,17
TRICKS,1
whirled,26
NEVER,2
INSULT,1
IN,22
FRONT,3
ME,15
swishing,15
firecracker,2
squeal,10
dancing,59
clasped,9
bottom,121
curly,20
pigs,5
poking,31
hole,138
trousers,15
roared,89
.Pulling,5
cast,98
.Shouldnta,1
temper,54
ruefully,7
.Meant,2
eyebrows,100
.Be,27
er,118
magic,277
strictly,8
speakin,2
follow,88
reasons,30
keen,56
Why,18
arent,136
expelled,77
truth,141
third,146
wand,1553
gamekeeper,23
weve,240
.Gotta,6
kip,5
wriggles,1
dormice,1
.DIAGON,1
ALLY,1
tapping,23
.Tap,3
sunlight,54
rapping,5
claw,7
scrambled,55
balloon,8
swelling,22
fluttered,29
attack,124
wave,65
fiercely,49
savaging,2
.Theres,153
Pay,1
payin,1
deliverin,1
.Look,150
bunches,7
keys,14
pellets,1
string,17
peppermint,4
humbugs,2
teabags,2
.finally,1
handful,23
strangelooking,2
coins,26
.Give,36
Knuts,10
sleepily,14
.Knuts,1
bronze,15
ones,150
money,75
pouch,22
tied,59
flew,206
.Best,14
puncture,7
.Urn,1
?Mm,1
pay,59
learn,59
.Dyeh,2
?But,161
They,89
didn,30
!Nah,3
Gringotts,78
.Wizards,8
.Have,80
wouldn,17
teh,2
banks,6
?Just,25
.Gringotts,6
.Run,4
goblins,82
.Goblins,10
?Yeah,116
yehd,9
rob,7
mess,33
safest,9
cept,1
Fer,1
.Hogwarts,18
proudly,25
.Fetchin,1
?Come,17
followed,288
clear,205
gleamed,19
hired,6
.Flew,2
spposed,3
settled,68
.Seems,3
shame,28
row,95
giving,163
looks,198
speed,58
mentionin,1
?Of,41
eager,29
land,18
.Spells,1
enchantments,29
dragons,86
guardin,3
highsecurity,2
vaults,8
miles,36
.Deep,2
.Yehd,3
tryin,11
manage,40
Daily,130
Prophet,163
many,421
.Ministry,11
Magic,309
messin,1
page,104
Ministry,549
Minister,250
Cornelius,63
Fudge,352
.Bungler,1
pelts,1
askin,4
advice,34
main,25
?Why,68
?Blimey,4
d,15
wantin,2
solutions,1
bumped,6
harbor,3
folded,55
clambered,33
steps,218
.Passersby,1
station,55
meters,1
See,15
?Things,1
panting,66
.Crikey,1
dragon,141
?Wanted,1
train,161
bills,1
tickets,18
seats,90
knitting,9
canaryyellow,1
circus,3
tent,141
stitches,4
unfolded,16
UNIFORM,1
Firstyear,1
students,355
require,15
sets,15
2,5
3,3
protective,33
gloves,26
similar,15
winter,6
fastenings,2
Please,9
pupils,26
tags,1
COURSE,1
BOOKS,1
All,43
copy,107
Standard,13
Book,22
Spells,40
Grade,12
Miranda,4
Goshawk,4
A,159
History,58
Bathilda,46
Bagshot,22
Magical,170
Theory,13
Adalbert,2
Waffling,2
Beginners,6
Guide,9
Transfiguration,78
Emeric,3
Switch,1
One,48
Thousand,37
Herbs,6
Fungi,6
Phyllida,1
Spore,1
Drafts,1
Potions,132
Arsenius,1
Jigger,1
Fantastic,3
Beasts,3
Where,24
Find,5
Them,5
Newt,3
Scamander,1
Forces,3
SelfProtection,2
Quentin,1
Trimble,1
OTHER,3
EQUIPMENT,1
cauldron,110
pewter,6
standard,10
crystal,56
phials,3
telescope,19
scales,23
Students,2
OR,10
toad,39
PARENTS,1
ARE,10
REMINDED,1
THAT,13
FIRST,2
YEARS,3
ALLOWED,3
THEIR,2
OWN,5
BROOMSTICKS,1
Can,8
aloud,51
stuck,91
ticket,14
barrier,51
trains,7
slow,52
climbed,133
escalator,7
bustling,20
lined,45
shops,24
parted,20
book,272
music,28
stores,5
cinemas,1
nowhere,50
sell,19
piles,21
buried,49
?Were,19
sold,15
broomsticks,37
?Might,6
cooked,5
humor,10
unbelievable,7
trusting,12
halt,83
Leaky,37
Cauldron,48
grubbylooking,4
pub,42
hurrying,103
.Their,62
record,26
.Before,58
steered,11
shabby,25
women,19
drinking,29
sherry,11
smoking,22
pipe,25
bartender,4
walnut,5
buzz,8
chatter,10
smiled,135
?Cant,11
Tom,105
buckle,3
peering,76
.Bless,6
soul,91
.what,34
honor,31
bar,46
.Welcome,15
welcome,53
puffing,12
scraping,15
chairs,70
.Doris,2
Crockford,3
.Always,16
.Delighted,3
Diggles,3
excitement,85
remembers,7
!cried,57
.Did,137
Doris,2
twitching,24
Quirrell,78
.PPPotter,1
grasping,11
ccant,5
ttell,2
ppleased,1
am,435
meet,143
teach,85
?DDefense,1
Against,133
DDDark,1
Arts,176
.Nnot,1
nneed,2
PPPotter,1
.Youll,72
ggetting,1
ggot,1
ppick,1
b,5
vampires,5
mmyself,1
others,301
babble,11
.Must,7
walled,2
courtyard,18
weeds,6
grinned,64
.Told,14
?Told,2
tremblin,2
nervous,93
yeah,130
.Poor,14
bloke,34
.Brilliant,13
studyin,2
firsthand,4
experience,26
Forest,48
hag,12
.Scared,4
wheres,18
?Vampires,1
?Hags,1
?Harrys,15
bricks,2
.Right,136
quivered,13
wriggled,9
wider,20
facing,97
archway,30
cobbled,9
twisted,66
Diagon,54
Alley,70
shrink,11
instantly,47
solid,73
brightly,104
stack,22
cauldrons,21
.Cauldrons,1
Sizes,1
Copper,2
Brass,1
Pewter,1
Silver,2
SelfStirring,1
Collapsible,1
hanging,102
needin,1
plump,25
Apothecary,6
Dragon,5
liver,7
Sickles,20
ounce,7
soft,87
hooting,21
Eeylops,4
Owl,9
Emporium,3
Tawny,1
Screech,1
Barn,1
Brown,37
.Several,44
Nimbus,41
Two,44
fastest,5
selling,12
telescopes,7
instruments,19
stacked,13
barrels,2
bat,25
spleens,1
eels,3
tottering,13
quills,46
potion,184
globes,2
moon,50
snowy,29
towered,8
.Standing,12
burnished,4
scarlet,93
Yeah,43
goblin,124
shorter,16
swarthy,2
clever,47
engraved,10
upon,629
Enter,4
heed,2
awaits,3
sin,2
greed,5
For,32
earn,7
Must,2
dearly,3
seek,23
floors,32
treasure,29
Thief,2
warned,51
beware,4
finding,59
.Like,67
marble,116
hundred,154
stools,3
counter,29
scribbling,21
ledgers,1
weighing,10
examining,63
stones,17
eyeglasses,1
leading,86
.Morning,11
free,197
key,32
?Got,6
emptying,14
scattering,12
biscuits,5
pile,84
rubies,10
glowing,29
coals,2
closely,104
importantly,13
chest,196
YouKnowWhat,2
vault,57
seven,102
thirteen,36
handing,52
.Griphook,18
!Griphook,3
crammed,33
Griphook,108
.Cant,50
mysteriously,8
.Dumbledores,40
trusted,21
.Moren,2
jobs,18
narrow,71
passageway,41
flaming,18
torches,23
sloped,7
steeply,5
downward,15
railway,2
tracks,29
hurtling,18
difficulty,61
hurtled,37
maze,33
twisting,35
passages,12
fork,33
impossible,74
rattling,41
.Harrys,185
stung,12
passage,67
plunged,30
deeper,54
underground,27
lake,159
stalactites,3
stalagmites,1
whats,193
stalagmite,1
stalactite,1
?Stalagmites,1
‘m,1
gonna,12
lean,9
unlocked,14
smoke,76
billowing,19
mounds,5
.Columns,1
.Heaps,1
blinking,32
cost,22
fortune,13
belonging,6
helped,87
Galleons,68
.Seventeen,3
Galleon,16
twentynine,1
Sickle,2
terms,19
.Vault,2
gathering,22
became,196
colder,14
corners,31
ravine,1
leaned,103
scruff,6
.Stand,21
melted,13
sucked,15
trapped,37
check,88
anyones,17
extraordinary,40
security,62
expecting,64
fabulous,10
jewels,6
grubby,13
longed,5
infernal,1
ride,18
pound,12
.Might,5
Malkins,14
Robes,3
Occasions,3
.Listen,78
pickmeup,1
hate,49
carts,3
.Madam,72
Malkin,11
squat,13
mauve,3
footstool,3
pinned,25
stool,33
robe,18
pin,6
length,29
.Hello,51
fathers,69
drawling,11
drag,17
brooms,55
bully,9
smuggle,6
broom,174
?the,8
.Play,3
Quidditch,409
Father,19
says,193
crime,17
play,79
House,170
.Know,8
11,27
Slytherin,313
Hufflepuff,104
?Mmm,1
interesting,66
grinning,120
show,154
works,34
servant,39
?Hes,38
liking,17
savage,13
lives,62
grounds,211
drunk,12
tries,8
ends,39
setting,48
brilliant,64
slight,58
sneer,16
?Where,27
?Theyre,14
?They,79
surname,6
Thats,36
excuse,43
hopped,12
raspberry,5
chopped,1
nuts,5
lied,36
cheered,15
color,73
wrote,61
forgettin,2
!Dont,19
Yer,2
wizardin,1
!Look,20
!So,30
.Wizard,3
soccer,8
follows,7
played,47
sorta,4
rules,51
?School,2
Houses,41
duffers,1
gloomily,33
.Better,15
.YouKnowWho,5
.Vol,1
?Years,1
Flourish,20
Blotts,20
paving,2
postage,2
stamps,6
covers,16
silk,24
symbols,11
Curses,12
Countercurses,1
Bewitch,1
Your,26
Friends,1
Befuddle,1
Enemies,3
Latest,1
Revenges,1
Hair,2
Loss,1
JellyLegs,4
TongueTying,1
Much,3
More,4
Vindictus,1
Viridian,1
circumstances,22
couldn,13
curses,42
study,56
ingredients,40
collapsible,1
fascinating,15
mixture,28
rotted,2
cabbages,4
.Barrels,1
slimy,31
jars,10
herbs,3
dried,16
roots,49
powders,2
bundles,3
feathers,31
strings,15
fangs,40
claws,13
hung,88
supply,12
basic,10
unicorn,39
horns,8
twentyone,2
minuscule,15
glittery,1
scoop,4
.Outside,8
checked,50
.Tell,48
animal,24
sneeze,2
kids,33
.Twenty,5
rustling,21
jewelbright,3
cage,104
beautiful,48
wing,131
stammering,1
lotta,1
Ollivanders,6
.this,17
.Peeling,1
Makers,1
Fine,3
Wands,5
382b,1
.c,1
cushion,20
dusty,48
tinkling,11
bell,72
depths,34
spindly,10
strict,10
occurred,49
thousands,21
boxes,38
piled,14
neatly,26
prickled,9
dust,60
tingle,3
shining,86
moons,7
gloom,24
awkwardly,30
quarter,29
inches,96
swishy,1
willow,2
.Nice,32
charm,43
Ollivander,99
blink,16
.Those,36
silvery,72
creepy,9
favored,4
mahogany,3
.Eleven,4
.Pliable,1
excellent,62
transfiguration,1
chooses,8
reflected,39
misty,34
finger,103
softly,110
.Thirteenandahalf,1
.Yew,2
.Powerful,2
.well,88
!Rubeus,1
.Oak,1
bendy,1
shuffling,15
added,248
gripped,32
tightly,134
.Hmmm,5
measure,31
.Which,35
?Er,45
righthanded,1
.Hold,13
measured,6
elbow,35
armpit,2
Every,17
core,8
magical,201
substance,25
hairs,26
phoenix,52
heartstrings,1
unicorns,16
phoenixes,3
results,27
measuring,4
nostrils,37
flitting,3
crumpled,35
heap,19
.Try,11
.Beechwood,1
heartstring,5
.Nine,4
flexible,4
foolish,43
snatched,48
.Maple,1
feather,27
.Quite,21
whippy,1
ebony,1
springy,4
mounting,14
higher,76
happier,35
.Tricky,4
customer,2
?Not,44
match,191
combination,10
holly,15
supple,3
sudden,124
stream,25
sparks,54
firework,9
spots,16
whooped,1
clapped,53
bravo,2
!Yes,33
.how,24
curious,48
muttering,95
Curious,1
.curious,1
Sorry,4
happens,39
whose,212
destined,4
brother,120
thirteenandahalf,2
.Curious,4
HeWho,6
MustNotBeNamed,6
paid,39
gawking,1
laden,18
packages,10
Paddington,1
bite,39
leaves,67
plastic,7
.Everything,25
?Yer,2
chewed,3
thinks,112
?Im,51
beginning,17
yerself,6
.Yehve,7
singled,5
smatter,1
.First,29
Kings,31
Cross,36
.Any,23
send,108
shell,43
JOURNEY,1
PLATFORM,1
NINE,1
THREEQUARTERS,1
month,68
acted,27
improvement,13
depressing,5
Hedwig,128
vacuum,4
mice,14
ticked,5
August,19
quiz,3
lift,80
?Grunt,1
.Thank,70
.Funny,13
.Magic,3
carpets,5
punctures,1
platform,72
nine,84
quarters,9
.Platform,2
?Nine,2
threequarters,19
.Barking,2
bother,43
hospital,123
ruddy,22
removed,61
goes,54
excited,72
jeans,32
paced,14
.Two,62
trunk,188
loaded,10
talked,42
dumped,6
wheeled,30
platforms,13
built,18
term,93
nastier,2
laughing,140
dry,49
attract,13
guard,65
part,140
annoyed,43
.Getting,10
desperate,61
wasters,1
.According,14
arrivals,6
board,45
stranded,5
inspectors,2
.packed,1
speaker,5
.Each,17
pushing,62
.Heart,3
!piped,2
headed,81
Mom,9
Youre,20
Ginny,587
Percy,288
oldest,17
marched,68
dividing,5
tourists,2
swarming,17
backpack,3
.Fred,126
Fred,722
George,676
.Honestly,12
?Sorry,7
joking,24
?Now,18
briskly,41
.Excuse,18
?Rons,9
youngest,19
sons,25
gangling,2
freckles,9
How,41
Ron,4800
okay,169
trolley,21
jostled,5
smash,9
steam,34
packed,84
Express,43
wroughtiron,6
Platform,1
Nine,1
Three,50
Quarters,1
.Smoke,2
drifted,33
chattering,22
wound,31
hooted,16
disgruntled,18
trunks,53
carriages,21
search,47
roundfaced,4
Gran,6
Neville,537
sigh,35
dreadlocks,2
surrounded,58
Lee,79
lifted,86
lid,19
shrieked,53
poked,26
hairy,32
compartment,80
shove,4
heave,8
raise,49
painfully,32
redhaired,12
twins,77
panted,69
.Oy,6
!Cmere,1
!With,15
.Thanks,75
sweaty,16
.Arent,13
chorused,2
gawked,1
floating,59
?George,7
?Are,23
?Coming,4
.Ron,670
jerk,20
.Mom,4
geroff,1
.aah,11
ickle,5
Ronnie,4
somefink,1
nosie,1
.Shut,24
striding,59
badge,55
P,13
Mother,11
prefects,43
compartments,7
themselves,235
prefect,70
.Hang,28
Or,9
Prefect,5
.Because,59
fondly,13
behave,13
yourselves,32
?Weve,16
Ronniekins,1
rubbed,16
.Hey,38
?Guess,2
blackhaired,14
?Know,4
?Who,28
Potted,3
girls,155
.Youve,110
goggle,1
?Asked,1
.Saw,3
polite,21
?Their,3
reminding,17
whistle,59
!their,1
loads,74
.Georg,1
e,23
Only,8
waving,109
gathered,37
disappear,29
rounded,38
.Houses,1
flashed,38
redheaded,6
.Anyone,19
.Everywhere,5
glanced,195
Jordans,4
tarantula,2
introduce,24
ourselves,47
?Fred,13
Weasley,1460
.Bye,12
?Ron,207
blurted,11
Georges,58
jokes,12
.Wow,16
moments,112
Moms,1
whos,66
accountant,1
Weasleys,213
?Horrible,1
.Wish,17
brothers,65
sixth,34
.Bill,38
Charlie,74
Bill,221
captain,6
Percys,32
expects,6
deal,97
Bills,29
Charlies,14
Scabbers,109
useless,29
wakes,3
.Percy,64
aff,1
.Rons,54
ears,201
afford,20
YouKnowWhos,13
impressed,53
brave,57
voicing,4
quick,95
fields,7
cows,2
sheep,3
lanes,1
flick,26
.Around,6
clattering,18
corridor,307
dimpled,1
Anything,3
dears,8
Rons,440
sandwiches,15
candy,5
Mars,7
Bars,2
Bertie,7
Botts,7
Flavor,11
Beans,12
Droobles,4
Best,4
Blowing,5
Gum,5
Chocolate,30
Frogs,11
Pumpkin,3
Pasties,3
Cakes,6
Licorice,2
miss,69
tipped,34
.Hungry,1
?Starving,1
pumpkin,41
pasty,7
unwrapped,13
She,80
forgets,3
corned,2
beef,8
.Swap,1
share,30
eating,58
pasties,2
cakes,25
candies,1
frogs,6
card,39
Agrippa,3
cards,31
collect,23
Ptolemy,1
Frog,23
flowing,3
.Underneath,5
picture,133
.Can,68
CURRENTLY,1
HEADMASTER,2
Considered,1
modern,2
particularly,110
defeat,14
Grindelwald,49
1945,2
discovery,7
uses,21
blood,204
alchemy,3
partner,15
Nicolas,16
Flamel,25
enjoys,5
chamber,43
bowling,3
astonishment,19
!Well,63
hang,37
Morgana,2
.do,9
strayed,7
.Help,17
photos,13
amazed,27
.Weird,6
sidled,9
Famous,2
Witches,4
Hengist,1
Woodcraft,1
Alberic,1
Grunnion,1
Circe,1
Paracelsus,3
tore,43
druidess,1
Cliodna,1
flavor,6
spinach,1
tripe,2
.George,28
reckons,30
boogerflavored,1
bean,8
.Bleaargh,1
?Sprouts,1
coconut,3
baked,4
strawberry,3
curry,1
grass,99
coffee,14
sardine,1
nibble,2
pepper,2
countryside,13
becoming,56
wilder,8
woods,19
rivers,2
hills,10
tearful,8
keeps,49
bothered,28
.Mind,16
snoozing,10
rummaged,16
batteredlooking,1
.Unicorn,2
He,377
toadless,3
.Has,15
?Nevilles,3
bossy,4
?Lets,6
aback,31
.Sunshine,2
daisies,1
butter,3
mellow,3
Turn,2
.Scabbers,14
simple,58
spells,108
familys,10
Hermione,4236
Granger,127
stunned,57
extra,66
background,8
Modern,2
Rise,3
Fall,3
Wizarding,115
Events,1
Twentieth,2
Century,3
.Am,4
dazed,18
.Goodness,5
Gryffindor,540
sounds,81
Ravenclaw,125
Nevilles,83
.Whatever,15
shes,214
.Stupid,6
dud,1
.Gryffindor,14
.Gloom,1
settling,8
Dad,93
flopped,7
depressed,6
whiskers,7
.Charlies,4
Romania,9
studying,37
Africa,2
?Nothing,25
mustve,46
prickle,7
mentioned,58
team,240
confessed,8
!Ron,136
dumbfounded,4
explaining,23
positions,8
players,34
describing,6
broomstick,101
points,158
recognized,109
interest,69
shown,50
.Both,56
thickset,3
extremely,124
bodyguards,1
Crabbe,179
Goyle,206
carelessly,10
Malfoy,990
Draco,176
cough,27
snigger,5
.Draco,38
.Think,28
children,64
coolly,44
tinge,5
cheeks,35
.Unless,14
politer,2
riffraff,3
rub,8
.Say,13
?Malfoy,20
sneered,34
bravely,6
eaten,22
.Goyle,6
yell,46
knuckle,1
lurking,32
among,71
perhaps,184
footsteps,119
picking,51
.Said,15
bewitched,31
doesnt,262
Malfoys,158
?Youd,4
conductor,9
?Youll,5
!Scabbers,1
scowling,20
childishly,2
corridors,107
sniffy,1
dirt,13
glared,55
mountains,24
forests,5
slowing,8
jackets,10
sneakers,3
echoed,93
luggage,30
separately,6
lurched,15
nerves,21
joined,135
thronging,3
slowed,19
familiar,84
Firs,2
!Firs,2
!All,24
?Hagrids,5
beamed,42
.Cmon,44
firs,16
?Mind,3
!Slipping,1
stumbling,9
steep,18
path,109
trees,176
.Neville,112
losing,57
.Yehll,4
sec,2
bend,16
Oooooh,1
atop,2
mountain,29
starry,19
castle,404
turrets,7
towers,5
moren,8
!Hagrid,34
fleet,4
boats,10
shore,4
?shouted,19
FORWARD,1
gliding,35
smooth,44
sailed,8
cliff,19
.Heads,3
curtain,24
ivy,5
opening,71
tunnel,52
rocks,9
pebbles,4
!Is,2
.Trevor,1
blissfully,2
shadow,66
flight,40
oak,37
fist,57
.7,8
SORTING,2
HAT,1
cross,35
magnificent,31
staircase,207
upper,34
flagged,6
drone,3
startofterm,11
banquet,4
begin,26
Hall,298
